Use the bookshelf,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,
Use the bookshelf,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
Use the bookshelf,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,
Unknown,6,4,3,4,2,7,1,3,5,5,5,3,1,5,3,3,2,2,3,7,3,1,3,7,7,3,1,6,7,3,
Unknown,2,1,4,7,4,2,2,6,3,7,6,4,7,3,7,7,5,3,4,7,4,6,2,3,4,5,7,2,1,6,
Use the bookshelf,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,1,1,1,1,1,1,
Use the bookshelf,7,7,7,7,7,7,7,7,7,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,
Use the bookshelf,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,
Use the bookshelf,1,1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,1,1,3,3,3,3,1,1,1,1,1,1,1,
Use the bookshelf,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,2,
Use the bookshelf,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,
Unknown,7,1,4,4,2,6,3,4,1,5,5,7,7,5,5,3,4,4,4,1,6,6,6,6,5,3,3,5,2,4,
Use the bookshelf,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,1,1,
Unknown,3,7,2,4,6,2,2,4,5,4,1,3,2,2,5,2,1,5,2,7,3,5,4,5,2,2,7,6,5,2,
Use the bookshelf,4,4,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2,2,2,2,1,1,1,
Use the bookshelf,1,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,
Unknown,1,2,2,3,6,2,2,3,2,1,3,6,6,4,3,1,4,2,3,1,1,4,4,3,5,4,1,7,7,4,
Use the bookshelf,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,
Use the bookshelf,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,
Use the bookshelf,2,1,1,1,1,1,6,6,6,6,6,6,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,
Use the bookshelf,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,1,
Use the bookshelf,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,
Unknown,1,2,3,5,3,5,3,4,3,2,5,2,4,5,1,6,1,6,5,3,5,1,4,2,1,6,3,5,6,3,
Use the bookshelf,1,1,5,5,5,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,7,7,7,7,7,
Use the bookshelf,7,7,1,1,1,1,6,6,6,6,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,3,3,3,3,
Use the bookshelf,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,3,3,3,3,
Use the bookshelf,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,1,1,
Use the bookshelf,1,1,6,6,6,6,1,1,1,1,1,1,4,4,4,1,1,1,1,7,7,7,1,1,1,1,1,1,1,1,
Use the bookshelf,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,
Use the bookshelf,1,1,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,2,2,2,1,1,1,
Use the bookshelf,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,7,7,7,1,1,
Use the bookshelf,1,1,7,7,7,7,7,7,7,7,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,
Use the bookshelf,1,1,1,3,3,3,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,
Use the bookshelf,6,6,6,6,6,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,7,7,7,7,
Use the bookshelf,7,7,7,7,7,7,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,
Use the bookshelf,2,2,2,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,
Use the bookshelf,1,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,
Unknown,5,1,5,2,3,3,7,3,5,1,4,6,1,2,7,7,7,7,7,2,2,5,2,3,2,1,2,2,7,4,
Use the bookshelf,2,2,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,
Use the bookshelf,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,7,7,7,
Use the bookshelf,7,7,7,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,
Use the bookshelf,1,1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,
Use the bookshelf,1,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,
Use the bookshelf,1,1,1,4,4,4,4,4,4,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,4,4,4,
Use the bookshelf,4,1,1,1,1,1,4,4,4,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,2,2,1,1,3,3,
Unknown,3,7,3,6,5,1,1,2,1,6,6,2,5,5,1,6,7,3,1,6,7,2,1,7,2,3,7,3,6,3,
Use the bookshelf,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,4,4,4,
Use the bookshelf,4,4,4,4,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,
Use the bookshelf,5,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,5,5,5,5,5,5,1,1,1,
Use the bookshelf,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,
Use the bookshelf,4,4,4,4,4,4,4,1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,3,3,3,3,3,3,
Use the bookshelf,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,3,3,3,3,1,1,
Use the bookshelf,1,1,1,1,1,3,3,3,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,7,7,7,7,7,7,
Use the bookshelf,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,
Use the bookshelf,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,
Use the bookshelf,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,2,2,2,2,2,2,2,2,2,1,1,
Use the bookshelf,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,
Use the bookshelf,5,5,5,5,5,5,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Use the bookshelf,2,2,2,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,
Use the bookshelf,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,4,4,4,4,1,1,1,
Use the bookshelf,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,
Use the bookshelf,1,1,6,6,6,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,
Use the bookshelf,1,1,7,7,7,7,7,7,1,1,1,1,1,7,7,1,1,1,1,1,7,7,7,7,7,7,7,1,1,1,
Use the bookshelf,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,1,1,1,1,1,7,7,7,7,7,7,1,1,
Unknown,4,7,3,1,7,2,4,4,3,6,6,1,3,5,5,3,2,4,2,5,3,4,5,5,1,4,2,3,4,1,
Use the bookshelf,1,1,1,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Use the bookshelf,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,
Use the bookshelf,3,3,3,3,3,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,
Use the bookshelf,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,
Use the bookshelf,1,1,5,5,5,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,7,7,
Use the bookshelf,7,7,7,7,7,7,7,7,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,
Use the bookshelf,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,5,5,5,
Use the bookshelf,5,5,5,5,5,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,4,4,4,4,
Unknown,1,4,2,7,3,2,6,7,2,7,6,3,5,5,1,3,1,4,6,6,2,3,3,1,1,6,2,4,1,6,
Use the bookshelf,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,
Use the bookshelf,2,1,1,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,
Use the bookshelf,1,7,7,7,7,7,7,1,1,1,2,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,
Use the bookshelf,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,
Use the bookshelf,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,
Use the bookshelf,4,4,4,4,4,4,4,4,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,4,4,4,4,4,
Use the bookshelf,4,4,4,4,4,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,
Unknown,5,4,1,4,3,2,6,6,3,2,1,7,1,4,4,3,2,3,5,4,1,3,7,3,1,7,2,6,5,3,
Use the bookshelf,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,1,1,1,
Unknown,4,7,5,7,6,5,2,6,4,1,6,6,4,3,4,5,7,5,5,6,5,2,6,7,5,2,7,6,5,1,
Use the bookshelf,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,
Use the bookshelf,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,
Use the bookshelf,2,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,1,1,1,
Unknown,3,1,2,1,1,6,3,7,3,5,3,1,3,4,6,2,5,5,5,6,6,1,1,1,5,4,5,4,5,5,
Use the bookshelf,1,1,1,1,7,7,7,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,3,3,3,3,3,3,1,1,
Use the bookshelf,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,
Use the bookshelf,1,1,6,6,6,6,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,
Use the bookshelf,1,1,7,7,7,7,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,
Use the bookshelf,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,
Use the bookshelf,2,2,1,1,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,6,6,6,6,
Use the bookshelf,6,6,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,1,
Use the bookshelf,7,7,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,6,6,6,6,6,6,
Use the bookshelf,6,6,6,6,6,1,1,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,
Use the bookshelf,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,
Use the bookshelf,3,3,3,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,5,
Use the bookshelf,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,2,
Use the bookshelf,2,2,2,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,
Use the bookshelf,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,
Use the bookshelf,7,7,7,7,7,7,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,7,7,7,7,7,7,1,1,
Use the bookshelf,1,5,5,5,5,5,5,1,1,1,1,1,4,4,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,
Use the bookshelf,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,
Use the bookshelf,1,1,1,1,1,5,5,5,5,5,5,1,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,3,3,
Unknown,5,6,3,5,2,2,3,6,6,2,5,3,2,6,2,5,4,1,1,2,2,6,5,6,4,7,7,4,5,6,
Use the bookshelf,3,3,3,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,2,2,2,
Unknown,7,2,1,6,5,2,6,2,4,1,5,5,3,2,5,4,4,5,6,3,7,5,3,7,5,6,2,4,1,2,
Unknown,1,2,6,5,3,7,7,7,7,1,6,6,7,3,2,6,6,4,7,4,2,6,5,2,4,5,7,4,6,4,
Use the bookshelf,2,2,2,1,1,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,
Use the bookshelf,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,2,2,
Use the bookshelf,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,
Use the bookshelf,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,
Use the bookshelf,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,7,7,7,7,7,7,1,1,1,1,1,
Use the bookshelf,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,
Unknown,7,3,2,2,1,5,2,3,2,4,7,3,5,2,2,3,2,6,2,5,2,4,6,4,4,1,2,2,3,3,
Use the bookshelf,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,6,6,6,6,
Use the bookshelf,6,6,6,6,1,1,1,1,1,4,4,4,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,6,
Use the bookshelf,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,
Use the bookshelf,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,
Use the bookshelf,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,7,7,7,
Use the bookshelf,7,7,7,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,
Use the bookshelf,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,7,
Use the bookshelf,7,7,7,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,
Use the bookshelf,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,1,1,1,1,1,6,6,6,6,
Use the bookshelf,6,6,6,1,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,
Use the bookshelf,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,5,5,5,5,
Use the bookshelf,5,5,5,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,
Use the bookshelf,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,1,1,
Use the bookshelf,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,
Use the bookshelf,7,7,7,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,1,1,
Use the bookshelf,1,1,1,1,1,5,5,5,5,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,3,3,3,3,1,
Use the bookshelf,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
Use the bookshelf,5,1,1,1,1,1,1,7,7,7,7,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,
Unknown,1,4,6,3,2,1,2,6,3,1,4,1,3,5,5,2,7,6,7,5,3,1,7,5,1,3,2,2,3,7,
Use the bookshelf,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,
Use the bookshelf,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,
Use the bookshelf,1,1,3,3,3,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,
Use the bookshelf,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,
Use the bookshelf,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,1,1,1,1,1,
Use the bookshelf,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,7,1,
